trip_id,origin_node_id,destination_node_id,departure_time_s,mode,dest_source
t3688,n8060,n47955,25085,car,schedule
t3689,n119381,n68898,25086,car,schedule
t3690,n19638,n92856,25086,car,schedule
t3691,n5478,n87289,25086,car,schedule
t3692,n6092,n41460,25086,car,schedule
t3693,n76496,n56663,25086,car,schedule
t3694,n10912,n110750,25087,car,schedule
t3695,n13292,n74663,25087,car,schedule
t3696,n147547,n124889,25087,transit,schedule
t3697,n18020,n14737,25087,car,schedule
t3698,n91806,n91231,25087,car,schedule
t3699,n2384,n10869,25088,car,schedule
t3700,n12897,n81958,25089,car,schedule
t3701,n143188,n57007,25089,car,schedule
t3702,n25192,n49684,25089,car,schedule
t3703,n71127,n117642,25089,car,schedule
t3704,n26281,n96997,25090,car,schedule
t3705,n30268,n54915,25090,car,schedule
t3706,n66321,n22058,25090,car,schedule
t3707,n7937,n88627,25090,car,schedule
t3708,n81750,n50746,25090,car,schedule
t3709,n150421,n53835,25091,car,schedule
t3710,n2786,n15342,25091,car,schedule
t3711,n109916,n102973,25092,car,schedule
t3712,n4489,n69265,25092,car,schedule
t3713,n49524,n80548,25092,car,schedule
t3714,n981,n57039,25092,car,schedule
t3715,n100960,n6196,25093,car,schedule
t3716,n10094,n114554,25094,car,schedule
t3717,n48740,n4749,25094,car,schedule
t3718,n71285,n84091,25094,car,schedule
t3719,n83843,n25702,25094,car,schedule
t3720,n23241,n66872,25095,car,schedule
t3721,n33384,n124916,25095,car,schedule
t3722,n5372,n146536,25095,car,schedule
t3723,n115367,n49191,25096,car,schedule
t3724,n23739,n118406,25096,car,schedule
t3725,n23981,n75018,25096,car,schedule
t3726,n29931,n69964,25096,car,schedule
t3727,n50726,n116242,25096,car,schedule
t3728,n158849,n37567,25097,car,schedule
t3729,n10541,n30819,25098,car,schedule
t3730,n65973,n19007,25098,car,schedule
t3731,n78815,n44133,25099,car,schedule
t3732,n131427,n61991,25100,car,schedule
t3733,n3240,n26198,25100,car,schedule
t3734,n43954,n127154,25100,car,schedule
t3735,n10817,n15342,25101,car,schedule
t3736,n1326,n72411,25101,car,schedule
t3737,n10938,n76721,25102,car,schedule
t3738,n2424,n73474,25102,car,schedule
t3739,n6353,n78644,25102,car,schedule
t3740,n112424,n32681,25103,car,schedule
t3741,n134360,n62890,25103,car,schedule
t3742,n139317,n98177,25103,car,schedule
t3743,n142348,n77548,25103,car,schedule
t3744,n23962,n50865,25103,car,schedule
t3745,n70445,n66709,25103,car,schedule
t3746,n8587,n15966,25103,car,schedule
t3747,n12077,n61529,25104,car,schedule
t3748,n149294,n110728,25104,car,schedule
t3749,n20345,n19975,25104,car,schedule
t3750,n24740,n148623,25104,car,schedule
t3751,n4757,n66668,25104,car,schedule
t3752,n5660,n12673,25104,car,schedule
t3753,n41596,n4708,25105,car,schedule
t3754,n74884,n22061,25105,car,schedule
t3755,n92392,n31058,25105,car,schedule
t3756,n59844,n54915,25106,car,schedule
t3757,n75521,n130775,25106,car,schedule
t3758,n102464,n90494,25107,car,schedule
t3759,n70363,n103363,25107,transit,schedule
t3760,n7194,n131113,25107,car,schedule
t3761,n22914,n114542,25108,car,schedule
t3762,n51602,n80228,25108,car,schedule
t3763,n10092,n81516,25109,car,schedule
t3764,n108632,n148983,25109,car,schedule
t3765,n10939,n9477,25109,car,schedule
t3766,n13683,n82359,25109,car,schedule
t3767,n17891,n84656,25109,car,schedule
t3768,n24746,n108168,25109,car,schedule
t3769,n84794,n80548,25109,car,schedule
t3770,n13187,n46732,25110,car,schedule
t3771,n156608,n97520,25110,car,schedule
t3772,n45248,n154634,25110,car,schedule
t3773,n5567,n61334,25110,bike,schedule
t3774,n7948,n125924,25110,car,schedule
t3775,n137575,n71554,25111,car,schedule
t3776,n119431,n44133,25112,car,schedule
t3777,n44083,n29235,25112,car,schedule
t3778,n14403,n142971,25113,car,schedule
t3779,n20226,n95568,25113,car,schedule
t3780,n28263,n29767,25113,car,schedule
t3781,n49505,n57117,25113,car,schedule
t3782,n20097,n67482,25114,car,schedule
t3783,n4705,n145252,25114,car,schedule
t3784,n13610,n117791,25115,car,schedule
t3785,n32896,n114699,25115,car,schedule
t3786,n71127,n98046,25115,car,schedule
t3787,n114854,n64127,25116,car,schedule
t3788,n11539,n138521,25116,car,schedule
t3789,n132124,n140510,25116,car,schedule
t3790,n19199,n33397,25116,car,schedule
t3791,n20545,n81972,25116,car,schedule
t3792,n93990,n21643,25116,car,schedule
t3793,n121485,n103363,25117,car,schedule
t3794,n21918,n129818,25117,car,schedule
t3795,n131615,n115907,25118,car,schedule
t3796,n20459,n111479,25118,car,schedule
t3797,n2906,n142002,25118,car,schedule
t3798,n49887,n17787,25118,car,schedule
t3799,n121579,n44983,25119,car,schedule
t3800,n153128,n80548,25119,car,schedule
t3801,n2374,n50538,25119,car,schedule
t3802,n9637,n60863,25119,car,schedule
t3803,n41904,n50597,25120,car,schedule
t3804,n48297,n36007,25120,car,schedule
t3805,n57752,n118226,25120,car,schedule
t3806,n134442,n36773,25122,car,schedule
t3807,n143175,n22058,25122,transit,schedule
t3808,n86360,n57817,25122,car,schedule
t3809,n102209,n6052,25123,car,schedule
t3810,n20844,n81837,25123,car,schedule
t3811,n6189,n16533,25123,car,schedule
t3812,n310,n66446,25124,car,schedule
t3813,n60449,n57429,25124,car,schedule
t3814,n40033,n110509,25125,car,schedule
t3815,n19443,n125260,25126,car,schedule
t3816,n38393,n88993,25126,car,schedule
t3817,n10417,n127007,25127,car,schedule
t3818,n18393,n143475,25127,car,schedule
t3819,n2395,n19908,25127,car,schedule
t3820,n46876,n137971,25127,car,schedule
t3821,n54327,n57288,25127,car,schedule
t3822,n77824,n122157,25127,car,schedule
t3823,n89609,n72683,25127,car,schedule
t3824,n116372,n93318,25128,car,schedule
t3825,n55581,n114351,25129,car,schedule
t3826,n101934,n129803,25130,car,schedule
t3827,n23495,n56216,25130,car,schedule
t3828,n10908,n49312,25131,car,schedule
t3829,n22171,n56315,25131,car,schedule
t3830,n44385,n22728,25131,car,schedule
t3831,n5102,n118394,25131,car,schedule
t3832,n53081,n69964,25131,car,schedule
t3833,n6850,n76572,25131,car,schedule
t3834,n83983,n116631,25131,car,schedule
t3835,n84508,n12356,25131,car,schedule
t3836,n134439,n85877,25132,car,schedule
t3837,n13650,n39813,25132,car,schedule
t3838,n146714,n56781,25132,car,schedule
t3839,n61351,n47703,25133,car,schedule
t3840,n8293,n29752,25133,car,schedule
t3841,n58866,n96403,25134,car,schedule
t3842,n77427,n105869,25134,car,schedule
t3843,n150011,n78075,25135,car,schedule
t3844,n51108,n70692,25135,car,schedule
t3845,n9057,n834,25135,car,schedule
t3846,n1505,n30399,25136,car,schedule
t3847,n5883,n57740,25136,car,schedule
t3848,n8272,n878,25136,car,schedule
t3849,n9014,n63381,25136,car,schedule
t3850,n15930,n58384,25137,car,schedule
t3851,n20344,n119464,25137,car,schedule
t3852,n53613,n122073,25137,car,schedule
t3853,n137068,n57840,25138,car,schedule
t3854,n59101,n147354,25138,car,schedule
t3855,n77637,n115508,25138,car,schedule
t3856,n11787,n113019,25139,car,schedule
t3857,n13592,n5704,25139,car,schedule
t3858,n116374,n39679,25140,car,schedule
t3859,n5607,n47616,25140,car,schedule
t3860,n980,n114700,25141,car,schedule
t3861,n112930,n93250,25142,car,schedule
t3862,n4255,n13683,25142,car,schedule
t3863,n4783,n146808,25142,car,schedule
t3864,n139781,n57941,25143,transit,schedule
t3865,n13050,n116822,25144,car,schedule
t3866,n13794,n75429,25144,car,schedule
t3867,n23946,n131369,25144,car,schedule
t3868,n5866,n126595,25144,car,schedule
t3869,n114270,n37615,25145,car,schedule
t3870,n132652,n20041,25145,car,schedule
t3871,n13638,n82345,25145,car,schedule
t3872,n3843,n115289,25145,car,schedule
t3873,n45248,n9190,25145,car,schedule
t3874,n5602,n38942,25145,car,schedule
t3875,n5604,n58865,25145,car,schedule
t3876,n136749,n102420,25146,car,schedule
t3877,n22065,n5704,25146,car,schedule
t3878,n24237,n125070,25146,car,schedule
t3879,n3094,n30146,25146,car,schedule
t3880,n16259,n26283,25147,car,schedule
t3881,n82500,n6208,25147,car,schedule
t3882,n89378,n123754,25147,car,schedule
t3883,n117367,n17787,25148,car,schedule
t3884,n147225,n38780,25149,car,schedule
t3885,n22311,n65661,25149,car,schedule
t3886,n115119,n78227,25150,car,schedule
t3887,n3424,n65111,25151,car,schedule
t3888,n51324,n35482,25151,car,schedule
t3889,n117290,n76984,25152,car,schedule
t3890,n17292,n67480,25152,car,schedule
t3891,n59386,n91360,25152,car,schedule
t3892,n8907,n102429,25152,car,schedule
t3893,n118697,n78582,25153,car,schedule
t3894,n56551,n63006,25154,car,schedule
t3895,n82520,n126602,25154,car,schedule
t3896,n141562,n61097,25155,car,schedule
t3897,n2395,n60863,25155,car,schedule
t3898,n25782,n88900,25155,car,schedule
t3899,n51545,n110125,25155,car,schedule
t3900,n5600,n35387,25156,car,schedule
t3901,n57937,n125265,25156,car,schedule
t3902,n84088,n114554,25156,car,schedule
t3903,n9660,n58969,25156,car,schedule
t3904,n3378,n54915,25157,car,schedule
t3905,n78677,n84554,25157,car,schedule
t3906,n100385,n81412,25158,car,schedule
t3907,n16454,n124911,25158,car,schedule
t3908,n20266,n44384,25158,car,schedule
t3909,n90160,n50637,25158,car,schedule
t3910,n126241,n145522,25159,car,schedule
t3911,n150923,n84874,25159,car,schedule
t3912,n18296,n55243,25159,car,schedule
t3913,n7289,n81232,25159,car,schedule
t3914,n118651,n78624,25160,car,schedule
t3915,n13622,n60757,25160,car,schedule
t3916,n20839,n50538,25160,car,schedule
t3917,n5478,n135996,25160,car,schedule
t3918,n6434,n124295,25160,car,schedule
t3919,n20571,n134298,25161,car,schedule
t3920,n21925,n11042,25161,car,schedule
t3921,n67788,n112679,25161,car,schedule
t3922,n78633,n80548,25161,car,schedule
t3923,n18353,n52613,25162,car,schedule
t3924,n2006,n112067,25162,car,schedule
t3925,n85360,n71780,25162,car,schedule
t3926,n122059,n30544,25163,car,schedule
t3927,n29370,n18706,25163,car,schedule
t3928,n7189,n50948,25163,car,schedule
t3929,n106606,n14131,25164,car,schedule
t3930,n61867,n44133,25164,car,schedule
t3931,n17392,n74146,25165,car,schedule
t3932,n2392,n89876,25165,car,schedule
t3933,n32954,n55048,25165,car,schedule
t3934,n72589,n114339,25165,car,schedule
t3935,n85329,n78687,25165,car,schedule
t3936,n87491,n59818,25165,car,schedule
t3937,n9750,n44751,25165,car,schedule
t3938,n26638,n59868,25166,car,schedule
t3939,n29977,n25147,25166,car,schedule
t3940,n9962,n45276,25167,car,schedule
t3941,n20959,n86011,25168,car,schedule
t3942,n75934,n16086,25168,car,schedule
t3943,n115214,n144897,25169,car,schedule
t3944,n148867,n26285,25169,car,schedule
t3945,n84455,n10757,25169,car,schedule
t3946,n109696,n117947,25170,car,schedule
t3947,n1430,n126942,25170,car,schedule
t3948,n156532,n17224,25170,car,schedule
t3949,n23281,n17010,25171,car,schedule
t3950,n102398,n52729,25172,car,schedule
t3951,n11094,n93582,25172,car,schedule
t3952,n20339,n69521,25172,car,schedule
t3953,n10728,n119871,25173,car,schedule
t3954,n54713,n22298,25173,car,schedule
t3955,n60140,n93249,25173,car,schedule
t3956,n139317,n95481,25174,car,schedule
t3957,n22358,n54915,25174,car,schedule
t3958,n78000,n10722,25174,car,schedule
t3959,n91604,n53569,25174,car,schedule
t3960,n59574,n21250,25175,car,schedule
t3961,n7094,n54723,25175,car,schedule
t3962,n23475,n19760,25176,car,schedule
t3963,n51812,n56836,25176,car,schedule
t3964,n59937,n82313,25176,car,schedule
t3965,n97662,n56771,25176,car,schedule
t3966,n149830,n25956,25177,car,schedule
t3967,n23713,n8765,25177,car,schedule
t3968,n12133,n38203,25178,car,schedule
t3969,n144268,n146021,25178,car,schedule
t3970,n149154,n20418,25178,car,schedule
t3971,n21409,n124554,25179,car,schedule
t3972,n24758,n129804,25179,car,schedule
t3973,n4541,n15946,25179,car,schedule
t3974,n7598,n93128,25179,car,schedule
t3975,n79961,n130775,25179,car,schedule
t3976,n9057,n82150,25179,car,schedule
t3977,n74425,n139992,25180,car,schedule
t3978,n14245,n45611,25181,car,schedule
t3979,n23727,n152581,25181,car,schedule
t3980,n304,n130976,25181,car,schedule
t3981,n1051,n103363,25182,car,schedule
t3982,n90638,n118820,25182,car,schedule
t3983,n11894,n53218,25183,car,schedule
t3984,n131616,n131617,25183,car,schedule
t3985,n22891,n145252,25183,car,schedule
t3986,n4634,n70818,25184,car,schedule
t3987,n54076,n20016,25184,car,schedule
t3988,n139596,n30202,25185,car,schedule
t3989,n2387,n47422,25185,car,schedule
t3990,n61843,n136559,25185,car,schedule
t3991,n112424,n82166,25186,car,schedule
t3992,n53404,n134918,25186,car,schedule
t3993,n86010,n145601,25186,car,schedule
t3994,n17950,n89876,25187,car,schedule
t3995,n22790,n56585,25187,car,schedule
t3996,n43143,n55490,25187,car,schedule
t3997,n109121,n30866,25188,car,schedule
t3998,n10920,n66446,25189,car,schedule
t3999,n54858,n58537,25189,car,schedule
t4000,n5774,n110516,25189,car,schedule
t4001,n146191,n81692,25190,car,schedule
t4002,n21129,n57900,25190,car,schedule
t4003,n59479,n44998,25190,car,schedule
t4004,n64517,n77661,25190,car,schedule
t4005,n374,n115757,25191,car,schedule
t4006,n57243,n37615,25191,car,schedule
t4007,n24706,n3108,25192,car,schedule
t4008,n76967,n108974,25192,car,schedule
t4009,n108563,n4282,25193,car,schedule
t4010,n128728,n3716,25193,car,schedule
t4011,n71127,n74193,25193,car,schedule
t4012,n9058,n47029,25193,car,schedule
t4013,n147581,n18101,25194,car,schedule
t4014,n148867,n47616,25194,car,schedule
t4015,n48597,n70202,25194,car,schedule
t4016,n143138,n17787,25195,car,schedule
t4017,n7187,n57534,25195,car,schedule
t4018,n85312,n39502,25195,car,schedule
t4019,n10838,n57374,25196,car,schedule
t4020,n13768,n57664,25196,car,schedule
t4021,n23210,n72738,25196,car,schedule
t4022,n24158,n20090,25196,car,schedule
t4023,n44369,n135890,25196,car,schedule
t4024,n48297,n36007,25196,car,schedule
t4025,n5609,n108168,25196,car,schedule
t4026,n134530,n9245,25197,car,schedule
t4027,n25540,n108848,25197,car,schedule
t4028,n48109,n118225,25197,car,schedule
t4029,n50792,n50866,25197,car,schedule
t4030,n134635,n57005,25198,car,schedule
t4031,n92047,n38203,25198,car,schedule
t4032,n13798,n148269,25199,car,schedule
t4033,n154974,n18417,25199,car,schedule
t4034,n33287,n48013,25199,car,schedule
t4035,n114451,n50458,25200,car,schedule
t4036,n304,n83360,25200,car,schedule
t4037,n69923,n78459,25200,car,schedule
t4038,n11587,n48490,25201,car,schedule
t4039,n40504,n41288,25202,car,schedule
t4040,n6070,n77125,25203,car,schedule
t4041,n7948,n36954,25203,car,schedule
t4042,n87868,n114554,25203,car,schedule
t4043,n153401,n81634,25204,car,schedule
t4044,n978,n20967,25204,car,schedule
t4045,n75599,n35882,25205,car,schedule
t4046,n131797,n9079,25206,car,schedule
t4047,n16114,n72427,25206,car,schedule
t4048,n29626,n43055,25206,car,schedule
t4049,n36555,n101771,25206,car,schedule
t4050,n124346,n57607,25207,car,schedule
t4051,n124374,n32681,25207,car,schedule
t4052,n156636,n20082,25207,car,schedule
t4053,n31398,n32442,25207,car,schedule
t4054,n57752,n136645,25207,car,schedule
t4055,n13928,n33279,25208,car,schedule
t4056,n2959,n67885,25208,car,schedule
t4057,n7665,n57039,25208,car,schedule
t4058,n8796,n94073,25208,car,schedule
t4059,n10728,n140463,25209,car,schedule
t4060,n17888,n141987,25209,car,schedule
t4061,n20271,n56537,25209,car,schedule
t4062,n21225,n29422,25209,car,schedule
t4063,n2388,n20418,25209,car,schedule
t4064,n5599,n4708,25209,car,schedule
t4065,n97649,n57484,25209,car,schedule
t4066,n110524,n6542,25210,car,schedule
t4067,n23258,n53995,25210,car,schedule
t4068,n23334,n30476,25210,car,schedule
t4069,n20350,n53218,25211,car,schedule
t4070,n2272,n53569,25211,car,schedule
t4071,n43427,n108848,25211,car,schedule
t4072,n47936,n70271,25211,car,schedule
t4073,n69454,n15284,25211,car,schedule
t4074,n1101,n148166,25212,car,schedule
t4075,n269,n143511,25212,car,schedule
t4076,n32913,n48116,25212,car,schedule
t4077,n1567,n53061,25213,car,schedule
t4078,n6213,n12922,25213,car,schedule
t4079,n71972,n37567,25213,car,schedule
t4080,n25644,n125438,25214,car,schedule
t4081,n4202,n118750,25214,car,schedule
t4082,n62691,n70245,25214,car,schedule
t4083,n8241,n77766,25214,car,schedule
t4084,n32471,n49199,25215,car,schedule
t4085,n114210,n80435,25216,car,schedule
t4086,n116374,n39679,25216,car,schedule
t4087,n20330,n108168,25216,car,schedule
t4088,n65993,n110271,25216,car,schedule
t4089,n7289,n50670,25216,car,schedule
t4090,n9090,n85182,25216,car,schedule
t4091,n100446,n56673,25217,car,schedule
t4092,n10558,n113020,25217,car,schedule
t4093,n71751,n145648,25217,car,schedule
t4094,n93141,n152641,25217,car,schedule
t4095,n119587,n72216,25218,car,schedule
t4096,n125928,n125924,25218,car,schedule
t4097,n43726,n83512,25218,car,schedule
t4098,n69944,n38776,25218,car,schedule
t4099,n96122,n60322,25218,car,schedule
t4100,n75413,n21643,25219,car,schedule
t4101,n109304,n7785,25220,car,schedule
t4102,n120944,n81852,25220,car,schedule
t4103,n2702,n93999,25220,car,schedule
t4104,n3672,n125289,25220,car,schedule
t4105,n8665,n44194,25220,car,schedule
t4106,n20045,n98807,25221,car,schedule
t4107,n67536,n102429,25221,car,schedule
t4108,n82090,n113565,25221,car,schedule
t4109,n83375,n68418,25221,car,schedule
t4110,n108630,n87849,25222,car,schedule
t4111,n126631,n81696,25222,car,schedule
t4112,n12856,n80453,25222,car,schedule
t4113,n19457,n83567,25222,car,schedule
t4114,n24721,n53217,25222,car,schedule
t4115,n36875,n142962,25222,car,schedule
t4116,n3908,n66446,25222,car,schedule
t4117,n46981,n46070,25223,car,schedule
t4118,n7485,n131358,25223,car,schedule
t4119,n8083,n122165,25223,car,schedule
t4120,n100866,n61528,25224,bike,schedule
t4121,n117071,n147615,25224,car,schedule
t4122,n123465,n44133,25224,car,schedule
t4123,n84070,n31292,25224,car,schedule
t4124,n9242,n137553,25224,transit,schedule
t4125,n15536,n41288,25225,car,schedule
t4126,n23210,n73686,25225,car,schedule
t4127,n95066,n102420,25225,car,schedule
t4128,n12356,n46691,25226,car,schedule
t4129,n150925,n36938,25226,car,schedule
t4130,n119315,n50602,25227,car,schedule
t4131,n141191,n114700,25227,car,schedule
t4132,n5810,n22842,25227,car,schedule
t4133,n12347,n136526,25228,car,schedule
t4134,n145417,n114337,25228,car,schedule
t4135,n22048,n81412,25229,car,schedule
t4136,n47506,n51873,25229,car,schedule
t4137,n3672,n56777,25230,car,schedule
t4138,n108625,n59331,25231,car,schedule
t4139,n135649,n67088,25231,car,schedule
t4140,n13690,n57745,25231,car,schedule
t4141,n30162,n43820,25231,car,schedule
t4142,n51254,n96170,25231,car,schedule
t4143,n48620,n21100,25232,car,schedule
t4144,n76864,n29480,25232,car,schedule
t4145,n77696,n103363,25232,car,schedule
t4146,n107434,n149156,25233,car,schedule
t4147,n151070,n53569,25233,car,schedule
t4148,n20300,n30591,25233,car,schedule
t4149,n21175,n53440,25234,car,schedule
t4150,n23235,n28344,25234,car,schedule
t4151,n28638,n122911,25234,car,schedule
t4152,n81834,n14186,25234,car,schedule
t4153,n84293,n107589,25234,car,schedule
t4154,n134179,n77998,25235,car,schedule
t4155,n327,n72738,25235,car,schedule
t4156,n43914,n54858,25235,car,schedule
t4157,n4788,n36772,25235,car,schedule
t4158,n4881,n117608,25235,car,schedule
t4159,n67834,n37912,25235,car,schedule
t4160,n68732,n20514,25235,car,schedule
t4161,n78066,n103658,25235,car,schedule
t4162,n15459,n32120,25236,car,schedule
t4163,n23467,n99823,25236,car,schedule
t4164,n62481,n10722,25236,car,schedule
t4165,n67806,n128095,25236,car,schedule
t4166,n1288,n17781,25237,car,schedule
t4167,n12156,n71960,25238,car,schedule
t4168,n143365,n70214,25238,car,schedule
t4169,n87300,n81948,25238,car,schedule
t4170,n114721,n39993,25239,car,schedule
t4171,n1430,n51273,25239,car,schedule
t4172,n23209,n87292,25239,car,schedule
t4173,n10528,n51695,25240,car,schedule
t4174,n23652,n134150,25240,car,schedule
t4175,n100587,n53569,25241,car,schedule
t4176,n107108,n53084,25241,car,schedule
t4177,n487,n2262,25241,car,schedule
t4178,n58875,n117111,25241,car,schedule
t4179,n127586,n17066,25242,car,schedule
t4180,n5783,n116923,25242,car,schedule
t4181,n63505,n123139,25242,car,schedule
t4182,n38013,n123135,25243,car,schedule
t4183,n55538,n91656,25243,car,schedule
t4184,n57295,n17211,25243,car,schedule
t4185,n5861,n92002,25243,car,schedule
t4186,n58875,n41895,25243,car,schedule
t4187,n74206,n13632,25243,car,schedule
t4188,n3288,n7021,25244,car,schedule
t4189,n66575,n40773,25244,car,schedule
t4190,n28443,n38633,25245,car,schedule
t4191,n39212,n58865,25245,car,schedule
t4192,n84627,n15342,25245,car,schedule
t4193,n96971,n117837,25245,car,schedule
t4194,n111857,n4039,25246,car,schedule
t4195,n143361,n130738,25246,car,schedule
t4196,n144774,n137236,25246,car,schedule
t4197,n15036,n92698,25246,car,schedule
t4198,n39212,n69629,25246,car,schedule
t4199,n68923,n134522,25246,car,schedule
t4200,n11469,n124928,25247,car,schedule
t4201,n1589,n59072,25247,car,schedule
t4202,n2906,n47061,25247,car,schedule
t4203,n3496,n84213,25247,car,schedule
t4204,n76270,n5227,25247,car,schedule
t4205,n130381,n77701,25248,car,schedule
t4206,n23751,n78345,25248,car,schedule
t4207,n29626,n69405,25248,car,schedule
t4208,n38802,n51087,25248,car,schedule
t4209,n115331,n55514,25249,car,schedule
t4210,n18306,n61458,25249,car,schedule
t4211,n22061,n22058,25249,car,schedule
t4212,n137441,n133124,25250,car,schedule
t4213,n143381,n17787,25250,car,schedule
t4214,n53706,n58384,25250,car,schedule
t4215,n99489,n90870,25250,car,schedule
t4216,n114301,n54915,25252,car,schedule
t4217,n147387,n46885,25252,car,schedule
t4218,n20089,n18069,25252,car,schedule
t4219,n57937,n108168,25252,car,schedule
t4220,n9057,n92002,25252,car,schedule
t4221,n15036,n102961,25253,car,schedule
t4222,n5275,n55243,25253,car,schedule
t4223,n59610,n30417,25253,car,schedule
t4224,n102209,n48319,25254,car,schedule
t4225,n24721,n29217,25254,car,schedule
t4226,n74659,n28354,25254,car,schedule
t4227,n107,n38576,25255,car,schedule
t4228,n148509,n39053,25255,car,schedule
t4229,n108948,n18254,25256,car,schedule
t4230,n25543,n121224,25256,car,schedule
t4231,n129029,n59906,25257,car,schedule
t4232,n4734,n989,25257,car,schedule
t4233,n106665,n120665,25258,car,schedule
t4234,n17961,n83282,25258,car,schedule
t4235,n47756,n129827,25258,bike,schedule
t4236,n5037,n153834,25258,car,schedule
t4237,n102093,n135847,25259,car,schedule
t4238,n17961,n76712,25259,car,schedule
t4239,n76629,n45057,25259,car,schedule
t4240,n109701,n51640,25260,car,schedule
t4241,n12638,n138243,25260,car,schedule
t4242,n24405,n69629,25260,car,schedule
t4243,n44270,n31283,25260,car,schedule
t4244,n48349,n107026,25260,car,schedule
t4245,n96584,n109057,25260,car,schedule
t4246,n121441,n66352,25261,car,schedule
t4247,n13928,n39592,25261,car,schedule
t4248,n23581,n50581,25261,car,schedule
t4249,n45282,n72888,25263,car,schedule
t4250,n104882,n39813,25264,car,schedule
t4251,n5381,n49687,25264,car,schedule
t4252,n5599,n48490,25264,car,schedule
t4253,n9742,n22677,25264,car,schedule
t4254,n10632,n5749,25265,car,schedule
t4255,n120429,n80548,25265,car,schedule
t4256,n12816,n75633,25265,car,schedule
t4257,n76539,n125289,25265,car,schedule
t4258,n10911,n26144,25266,car,schedule
t4259,n23278,n93249,25266,car,schedule
t4260,n30183,n92357,25266,car,schedule
t4261,n33606,n110509,25266,car,schedule
t4262,n4366,n80817,25266,car,schedule
t4263,n81855,n47422,25266,car,schedule
t4264,n10318,n87339,25267,car,schedule
t4265,n48107,n69629,25267,car,schedule
t4266,n7931,n123928,25267,car,schedule
t4267,n154443,n48739,25268,car,schedule
t4268,n23251,n32681,25268,car,schedule
t4269,n30156,n16048,25268,car,schedule
t4270,n106594,n95496,25269,car,schedule
t4271,n66232,n109057,25269,car,schedule
t4272,n51331,n56545,25270,car,schedule
t4273,n53595,n16719,25270,car,schedule
t4274,n70341,n68591,25270,car,schedule
t4275,n4200,n109057,25272,car,schedule
t4276,n44696,n31288,25272,car,schedule
t4277,n72589,n155843,25272,car,schedule
t4278,n9054,n120426,25272,car,schedule
t4279,n59319,n61718,25273,car,schedule
t4280,n8747,n137274,25273,car,schedule
t4281,n12534,n91446,25274,car,schedule
t4282,n14318,n116257,25274,car,schedule
t4283,n425,n113302,25274,car,schedule
t4284,n62481,n120426,25274,car,schedule
t4285,n102464,n120665,25275,car,schedule
t4286,n9055,n143101,25275,car,schedule
t4287,n1113,n93749,25276,car,schedule
t4288,n116853,n75577,25276,car,schedule
t4289,n130152,n44360,25276,car,schedule
t4290,n3060,n133657,25276,car,schedule
t4291,n46876,n128205,25276,car,schedule
t4292,n59615,n50538,25276,car,schedule
t4293,n82172,n44354,25276,car,schedule
t4294,n22847,n111190,25277,car,schedule
t4295,n43703,n57745,25277,car,schedule
t4296,n8273,n22855,25277,car,schedule
t4297,n23735,n93372,25279,car,schedule
t4298,n38770,n132194,25279,car,schedule
t4299,n62696,n61097,25279,car,schedule
t4300,n7948,n19908,25279,car,schedule
t4301,n18020,n66668,25280,car,schedule
t4302,n18307,n89876,25280,car,schedule
t4303,n20953,n5759,25280,car,schedule
t4304,n6121,n78227,25280,car,schedule
t4305,n50432,n110352,25281,car,schedule
t4306,n7489,n132610,25281,car,schedule
t4307,n7821,n13198,25281,car,schedule
t4308,n155444,n67394,25282,car,schedule
t4309,n22705,n15342,25282,car,schedule
t4310,n33681,n86390,25282,car,schedule
t4311,n132242,n4033,25283,car,schedule
t4312,n143528,n80548,25283,car,schedule
t4313,n22699,n142363,25283,car,schedule
t4314,n23358,n111846,25283,car,schedule
t4315,n44696,n31288,25283,car,schedule
t4316,n22335,n137949,25284,car,schedule
t4317,n23971,n115001,25284,car,schedule
t4318,n33323,n126153,25284,car,schedule
t4319,n5370,n128313,25284,car,schedule
t4320,n117199,n9588,25285,car,schedule
t4321,n39091,n1607,25286,car,schedule
t4322,n117330,n44419,25287,car,schedule
t4323,n95084,n16719,25287,car,schedule
t4324,n98489,n120665,25287,car,schedule
t4325,n12167,n144159,25288,car,schedule
t4326,n146384,n78379,25288,car,schedule
t4327,n38334,n72543,25288,car,schedule
t4328,n154649,n80548,25289,car,schedule
t4329,n25143,n98014,25289,car,schedule
t4330,n109131,n109121,25290,car,schedule
t4331,n14042,n61178,25290,car,schedule
t4332,n29606,n15656,25290,car,schedule
t4333,n33384,n50538,25290,car,schedule
t4334,n36353,n114248,25290,car,schedule
t4335,n4533,n84246,25290,car,schedule
t4336,n8585,n57181,25290,car,schedule
t4337,n93249,n124590,25290,car,schedule
t4338,n140246,n3851,25291,car,schedule
t4339,n24758,n81536,25291,car,schedule
t4340,n30782,n78699,25291,car,schedule
t4341,n60526,n36715,25291,car,schedule
t4342,n156608,n18923,25292,car,schedule
t4343,n24766,n143493,25292,car,schedule
t4344,n6354,n88900,25292,car,schedule
t4345,n13853,n154268,25293,car,schedule
t4346,n150688,n74691,25293,car,schedule
t4347,n16259,n67479,25293,car,schedule
t4348,n22504,n29344,25293,car,schedule
t4349,n5861,n60757,25293,car,schedule
t4350,n11294,n117782,25294,car,schedule
t4351,n16530,n38203,25294,car,schedule
t4352,n23246,n72377,25294,car,schedule
